Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F08006644,BANSELL BIGAS. XAVIER,CR,GRAN DE GRACIA,87,BARCELONA,08012,48 BARCELONA 6-B,932372731
F08006651,CENTELLES MUÑOZ. ANA ISABEL,PS,BONANOVA,54,BARCELONA,08017,45 BARCELONA 5-D,932531044
F08006669,DE DOU REALES. BIBIANA,AV,PARAL.LEL,124 BIS,BARCELONA,08015,21 BARCELONA 2-A,933299140
F08006676,LOPEZ DIAZ. MONTSERRAT,AV,REPUBLICA ARGENTINA,14,BARCELONA,08023,49 BARCELONA 6-C,932172042
F08006683,MANDIANES ARANJO.ANNA ISABEL/VALLCORBA LOPEZ.GISELA,CR,CERA,30,BARCELONA,08001,19 BARCELONA 1-D,932410593
F08006690,PI ROIG. GEMMA,CR,GRAN DE GRACIA,16,BARCELONA,08012,48 BARCELONA 6-B,932176999
F08006700,MARQUINA FARRÀS. M ALEJANDRA/PASCUAL MONLLAU. MARCOS,CR,CONSELL DE CENT,98,BARCELONA,08015,22 BARCELONA 2-B,934230051
F08006718,GRAU GASULLA. M.ISABEL,GV,CORTS CATALANES,763,BARCELONA,08013,30 BARCELONA 2-J,932315105
F08006725,TUTZO MARTIN. GEMMA,CR,SANT SALVADOR,125,BARCELONA,08024,358 BARCELONA 6-E,932130760
F08006732,MARTI MAS. XAVIER,CR,ARAGO,395,BARCELONA,08013,30 BARCELONA 2-J,934586295
F08006757,FERNANDEZ LEON. VANESA,MO,BARCELONA,S/N,BARCELONA,08001,19 BARCELONA 1-D,935088032
F08006764,URGELLES ESQUERRA/FABREGAS FERRER,CR,ARIBAU,36,BARCELONA,08011,24 BARCELONA 2-D,934540905
F08006771,MORE CAMINS.JOSEP/MORE CAMINS.ROSA MARIA/TALLACH MORE.DANIEL,CR,GALILEU,250,BARCELONA,08028,39 BARCELONA 4-A,932306141
F08006789,BOADA LLORO. SUSANA,CR,TENOR MASSINI,52,BARCELONA,08028,38 BARCELONA 3-G,933392125
F08006796,BOSCH DE BASEA CUSCO. GUILLEM,CR,MALLORCA,176,BARCELONA,08036,25 BARCELONA 2-E,934531740
F08006806,RODRIGUEZ VILLAMUR. MARIA LLUISA,CR,DIPUTACIO,331,BARCELONA,08009,27 BARCELONA 2-G,933178594
F08006813,JOSEFINA BORNEO. NELYARIS VANESSA,CR,PARE MANYANET,46,BARCELONA,08030,65 BARCELONA 9-A,934616800
F08006820,ALBAREDA COSTA.A/PEREZ ROSES.N,CR,INDUSTRIA,206,BARCELONA,08026,76 BARCELONA 10-F,932356369
F08006838,MARTINEZ SÁNCHEZ. BELKIS.,CR,FERROCARRILS CATALANS,69,BARCELONA,08038,34 BARCELONA 3-C,932980116
F08006845,SERRA SAVAL. MARTA,CR,VALENCIA,470,BARCELONA,08013,29 BARCELONA 2-I,932312706
F08006852,COSTA CODINA. JOSEP,AV,GRAN VIA CORTS CATALANES,566,BARCELONA,08011,24 BARCELONA 2-D,934547277
F08006860,ROSA MARTIN. PAULA,CR,GIGNAS,5,BARCELONA,08002,18 BARCELONA 1-C,933150059
F08006877,CAMPRUBI RIBALTA. M.FALGAS,CR,SANT PAU,44,BARCELONA,08001,19 BARCELONA 1-D,933020748
F08006884,ENRICH MURT. JAUME,CR,MALLORCA,240,BARCELONA,08008,27 BARCELONA 2-G,932151793
F08006891,ROS ANTOLINOS. MONTSERRAT,CR,BONAPLATA,32,BARCELONA,08034,44 BARCELONA 5-C,932030243
F08006901,MUGUETA JUSUE. MA. NATIVITAT,CR,CREU COBERTA,81,BARCELONA,08014,35 BARCELONA 3-D,934314508
F08006919,BREGANTE SORIANO.TERESA,CR,COLLSEROLA,21,BARCELONA,08035,46 BARCELONA 5-E,934185165
F08006933,GIRO DE LA IGLESIA. OLGA,PL,FRANCESC MACIA,3,BARCELONA,08021,42 BARCELONA 5-A,
F08006940,MORAGREGA ESTRANY.L/ROJAS ESTRANY.E,CR,VIA LAIETANA,50,BARCELONA,08003,17 BARCELONA 1-B,933015750
F08006958,FERRER MORMENEO. RAMON,CR,PARCERISA,48,BARCELONA,08014,35 BARCELONA 3-D,934327857
F08006965,SENTELLES MONILL. ANNA,CR,PRINCESA,39,BARCELONA,08003,17 BARCELONA 1-B,933198393
F08006972, PÉREZ CASASAYAS. OLGA,CR,GRAN DE SANT ANDREU,125,BARCELONA,08030,395 BARCELONA 9-H,933468803
F08006980,CLAPES VIÑAS. ANTONI,CR,GRAN DE SANT ANDREU,211,BARCELONA,08030,395 BARCELONA 9-H,933466356
F08006997,GONZALEZ-ADRIO WAGNER. CRISTINA,CR,PORTBOU,38,BARCELONA,08028,38 BARCELONA 3-G,933394201
F08007006,SALUD MORELLA. LAURA,CR,GRAN DE GRACIA,115,BARCELONA,08012,48 BARCELONA 6-B,932178747
F08007013,NOLLA WINKEL. INGRID,RB,POBLENOU,134-136,BARCELONA,08018,71 BARCELONA 10-A,933002255
F08007020,FERRANDO NOGUERA. VICENTA,PS,SANT JOAN,111,BARCELONA,08037,27 BARCELONA 2-G,934575372
F08007038,GILABERTE VELASCO. LYDIA,CR,BRUC,88,BARCELONA,08009,27 BARCELONA 2-G,933010134
F08007045,MARIN LOSCERTALES. MARIANO,CR,LLUIS EL PIADOS,10,BARCELONA,08003,17 BARCELONA 1-B,933011984
F08007052,PASCUAL SERRA. MARTA,CR,ROS D'OLANO,15,BARCELONA,08012,48 BARCELONA 6-B,932172049
F08007060,GUARNER MUÑOZ.MERCE/MARTA,CR,SANT EUDALD,56,BARCELONA,08023,50 BARCELONA 6-D,932138476
F08007077,LLOBET FELIU. MERCE,CR,ENTENÇA,129,BARCELONA,08015,22 BARCELONA 2-B,932236548
F08007084,PRATS GENIS. MONTSERRAT/CENTELLAS PRATS. MARTA,RB,POBLENOU,46,BARCELONA,08005,72 BARCELONA 10-B,933091869
F08007091,PIÑOL ESPESO. M.CARME,CR,BONAVISTA,11,BARCELONA,08012,48 BARCELONA 6-B,932170127
F08007101,BOQUER TORRENS. MARCEL,PS,SANT GERVASI,53,BARCELONA,08022,46 BARCELONA 5-E,934170240
F08007119,OLLER SALES.FERRAN/DOLCET GARCIA.M.HELENA/OLLER DOLCET.FERRAN,PL,DE LA CONCORDIA,3,BARCELONA,08014,40 BARCELONA 4-B,934393623
F08007126,ALMENTA SANCHEZ. M. CARMEN,CR,SANT GERVASI DE CASSOLES,10,BARCELONA,08022,46 BARCELONA 5-E,934174056
F08007133,VIVES FERRER. M.EULALIA,CR,MANSO,64,BARCELONA,08015,21 BARCELONA 2-A,932410277
F08007140,PETIT GUINOVART. ALEGRIA/BENLLOCH PETIT. CARLOS,CR,INDUSTRIA,25,BARCELONA,08037,47 BARCELONA 6-A,934583832
F08007158,CASTELL FORES. M.CARME,CR,ARAGO,207,BARCELONA,08011,25 BARCELONA 2-E,934537385
F08007165,BALAÑA VIVES. PASQUAL,CR,COMTE BORRELL,43,BARCELONA,08015,21 BARCELONA 2-A,934410211
F08007172,MIRO ASPA. ANTONI,CR,ALMIRALL CERVERA,15,BARCELONA,08003,16 BARCELONA 1-A,933194195
F08007180,GARRELL SOLER. GEMMA,CR,CONSTITUCIO,118,BARCELONA,08014,35 BARCELONA 3-D,933317744
F08007197,MORALES FEBRER. CARLES,CR,TAPIOLES,16,BARCELONA,08004,32 BARCELONA 3-A,932411896
F08007207,BOADA SOLER.ELISABETH/BOADA SOLER. CRISTINA,PL,BONANOVA,6,BARCELONA,08022,46 BARCELONA 5-E,934178032
F08007214,GRACIA GÓMEZ. PAULA,PL,TETUAN,15,BARCELONA,08010,30 BARCELONA 2-J,932657306
F08007221,BARRI SENITCHES.MA. CARME,PG,ROVIRA,11,BARCELONA,08005,72 BARCELONA 10-B,932131930
F08007239,GIRONES SADERRA. MONTSERRAT,CR,ESCUDELLERS,8,BARCELONA,08002,18 BARCELONA 1-C,933018630
F08007246,DIEZ PEREZ. MARTA.,CR,TAULAT,62,BARCELONA,08005,72 BARCELONA 10-B,932253640
F08007253,TOMAS GUSTIN. TOMAS,PG,ROVIRA,1,BARCELONA,08005,72 BARCELONA 10-B,932133430
F08007260,LANZO. ABELE.,CR,CARDERS,44,BARCELONA,08003,17 BARCELONA 1-B,933198855
F08007278,TELLO MUÑOZ. GEMMA,CR,GRAN DE GRACIA,167,BARCELONA,08012,49 BARCELONA 6-C,932186565
F08007285,LASMARIAS PALOS. ARTURO,AV,CATEDRAL,1,BARCELONA,08002,18 BARCELONA 1-C,933018127
F08007292,ASPA CIURANA. MARTA,CR,FLORIDABLANCA,117,BARCELONA,08011,24 BARCELONA 2-D,934231757
F08007302,ALMOR ANDREU. MIRIAM,RD,SANT PAU,51,BARCELONA,08015,21 BARCELONA 2-A,932412525
F08007327,VALLS CASTELLVI. M ANGELES,CR,PROVENÇA,306,BARCELONA,08037,27 BARCELONA 2-G,932153706
F08007334,ROMERA GUIJARRO. ISABEL,PS,SANT JOAN,87,BARCELONA,08009,27 BARCELONA 2-G,934573657
F08007341,VILALTA SABARTÉS. LAIA.,CR,ARAGO,32,BARCELONA,08015,22 BARCELONA 2-B,934232084
F08007366,DOMINGUEZ GAYA. M. CARMEN,CR,CASTILLEJOS,376,BARCELONA,08025,52 BARCELONA 7-B,934358485
F08007373,TENORIO RIPOLL. MARIA ISABEL,CR,UNIO,5,BARCELONA,08001,19 BARCELONA 1-D,933026933
F08007398,MUJAL VIÑALS.ASSUMPCIO,CR,VILADOMAT,20-24,SABADELL,08205,196 SABADELL 5,937100543
F08007408,CARAPUIG ORDOÑEZ. FEDERICO,AV,CONSTITUCIO,119-125,CASTELLDEFELS,08860,365 CASTELLDEFELS-1,936651244
F08007415,RUBIO CALVO. ALVARO,CR,PADILLA,295,BARCELONA,08025,31 BARCELONA 2-K,932364980
F08007430,FULLANA BARCELO. LUCIA,PS,SANT GERVASI,24,BARCELONA,08022,46 BARCELONA 5-E,934177542
F08007447,MEDINA ESPARZA. VANESSA,CR,TORRENT DE LES FLORS,45,BARCELONA,08024,47 BARCELONA 6-A,932130838
F08007454,RODRÍGUEZ ÁLVAREZ. ESTHER,CR,VERDI,132,BARCELONA,08012,49 BARCELONA 6-C,932174621
F08007461,SANCHEZ APARICIO. RAQUEL,CR,GAVA,59,BARCELONA,08014,35 BARCELONA 3-D,934211391
F08007479,FULLANA BARCELO. BEATRIZ,CR,COMTE BORRELL,186,BARCELONA,08029,23 BARCELONA 2-C,934530687
F08007486,MARTEACHE SOLANS. MIRIAM,PS,SANT JOAN BOSCO,57,BARCELONA,08017,44 BARCELONA 5-C,932032119
F08007493,LOPEZ RODRIGUEZ. SOFIA,AV,SARRIA,31,BARCELONA,08029,23 BARCELONA 2-C,934305004
F08007503,PANÉ TRULLOLS. ESTHER,PS,MARAGALL,358,BARCELONA,08031,,934293030
F08007510,GUERRA MASATS. MARIA,CR,VILLARROEL,201,BARCELONA,08036,25 BARCELONA 2-E,934100266
F08007609,GOMEZ VALENZUELA. NURIA,CR,GELABERT,28-30,BARCELONA,08029,39 BARCELONA 4-A,934101685
F08007616,VENTURA TIRON. ANNA,CR,MARC AURELI,42-44,BARCELONA,08006,43 BARCELONA 5-B,932016496
F08007623,GASPAR OSPITAL.C/ARASA I PLA.G,CR,MARE DE DEU DEL COLL,99,BARCELONA,08023,50 BARCELONA 6-D,932145126
F08007630,BALSELLS VALVERDE. GLORIA,CR,ANGEL GUIMERA,14,BARCELONA,08017,44 BARCELONA 5-C,932010098
F08007648,SABATE FAURA. JAUME,CR,DOCTOR SANT PONÇ,103,BARCELONA,08030,395 BARCELONA 9-H,933467604
F08007655,SEDRAOUI RGUIAA. BASMA MOBARAKA,CR,TAQUIGRAF GARRIGA,67,BARCELONA,08029,40 BARCELONA 4-B,934307643
F08007662,RIBAS FERNANDEZ. EMMA,RD,GENERAL MITRE,199,BARCELONA,08023,46 BARCELONA 5-E,934172573
F08007670,SOLER BERTOLICH. MONTSERRAT,CR,MOIANES,51,BARCELONA,08014,35 BARCELONA 3-D,934316660
F08007687,MORENO YUSTE. MARIA,CR,GOMIS,82,BARCELONA,08023,50 BARCELONA 6-D,932470810
F08007694,AGUSTI VIDAL. MARIA ISABEL,CR,DANTE ALIGHIERI,66 bis,BARCELONA,08032,54 BARCELONA 7-D,934293012
F08007704,FABIÁN SANCHÍS. CARLOS.,VI,AUGUSTA,242,BARCELONA,08021,43 BARCELONA 5-B,932006149
F08007711,GARCIA BERGA. ESTHER,CR,ARAGO,1,BARCELONA,08015,22 BARCELONA 2-B,932241020
F08007729,TRULLOLS PALACIO. JUAN MANUEL,AV,MARE DE DEU MONTSERRAT,158,BARCELONA,08041,326 BARCELONA 7-G,934368634
F08007736,MELGUIZO CORZO. RAQUEL,PS,BONANOVA,43,BARCELONA,08022,46 BARCELONA 5-E,934173452
F08007743,QUINTEIRO CANEDO. MARGARITA,CR,PERIS MENCHETA,55,BARCELONA,08032,54 BARCELONA 7-D,932204288
F08007750,CARDELLA POU. MARIA LORETO,PS,FABRA i PUIG,136,BARCELONA,08016,385 BARCELONA 8J,933493282
F08007768,MARTINEZ BORONAT. ENRIQUE JAVIER,CR,VALLESPIR,190,BARCELONA,08014,39 BARCELONA 4-A,934307745
F08007775,JOVE YSANTA. M. TERESA,CR,NAPOLS,4,BARCELONA,08018,71 BARCELONA 10-A,933094001
F08007782,CELDRAN LOPEZ. MA. ROSA,CR,TEODOR LLORENTE,4,BARCELONA,08041,326 BARCELONA 7-G,933517484
F08007790,LEON ALONSO. MARIA YOLANDA,CR,VALENCIA,530,BARCELONA,08013,29 BARCELONA 2-I,932323055
F08007800,ESTOPIÑÁ CROS. MONTSERRAT,CR,ROSARI,13,BARCELONA,08017,44 BARCELONA 5-C,932032409
F08007817,BARO SABATE. ESTHER,CR,COPERNIC,47,BARCELONA,08021,43 BARCELONA 5-B,932014760
F08007824,MARCH PUJOL. MARIA ANTONIA,CR,MANDRI,54,BARCELONA,08022,46 BARCELONA 5-E,934175030
F08007831,CONDAL ESPINAL.ROSA MARIA,CR,REINA CRISTINA,1,BARCELONA,08003,17 BARCELONA 1-B,933105461
F08007849,FERNANDEZ LOPEZ.CONCEPCIO,CR,BALLESTER,31,BARCELONA,08023,46 BARCELONA 5-E,932120809
F08007856,BRUSTENGA FORTUNY. MARTA,CT,BARCELONA,560,SABADELL,08204,197 SABADELL 6,937104435
F08007863,DE LA NOGAL MESA. ANNA,AV,DIAGONAL,243,BARCELONA,08013,30 BARCELONA 2-J,932313054
F08007870,LAGUNA VENTOSA. M.JOAQUIMA,CR,PROVENÇA,459,BARCELONA,08025,31 BARCELONA 2-K,934551207
F08007888,ALGUACIL MARI. PURIFICACIO,CR,PROVENÇA,32,BARCELONA,08029,23 BARCELONA 2-C,934300347
F08007895,ROYAN VILLAR. JOSEP,TS,DE DALT,34,BARCELONA,08024,49 BARCELONA 6-C,932185376
F08007905,BOVER FERRER. CATALINA,PS,MARAGALL,248,BARCELONA,08031,385 BARCELONA 8J,932290823
F08007912,ARRASATE PERPIÑA. JOSEFA,AV,MARE DE DEU DE MONTSERRAT,71,BARCELONA,08024,51 BARCELONA 7-A,932141528
F08007920,SARDAR KUSSAYER. TAUFIQ-SAMI,CR,VALLDOREIX,7,BARCELONA,08024,49 BARCELONA 6-C,932143004
F08007937,COSTA OLIVA. ESTHER,CT,DE COLLBLANC,75,L'HOSPITALET DE LLOBREGAT,08904,290 L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,934482439
F08007944,SANTAMARÍA SALA. MARIA DEL MAR.,CR,FRANCESC PEREZ I CABRERO,11,BARCELONA,08021,42 BARCELONA 5-A,932010890
F08007951,VILARRUBIA GOULA. MARIA ESTEL DE,CR,SANTA EULALIA,42,L'HOSPITALET DE LLOBREGAT,08902,292 L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,933314192
F08007969,BOUATRA BELOUAFI. SAID/ASSASSI EL ACHHAB EL IDRISSI. NISRINE,CR,RAFEL CAMPALANS,89,L'HOSPITALET DE LLOBREGAT,08903,291 L'HOSPITALET DE LLOBREGAT 4 TORRASSA,934496936
F08007976,AMADO MONSARRO. CLARA,AV,ANSELM CLAVE,33,SANT MARTÍ SARROCA,08731,176 PENEDÈS RURAL,938991204
F08007983,TORA MILA. MIREIA,CR,PROVIDENCIA,128,BARCELONA,08024,358 BARCELONA 6-E,932131209
F08007990,FARRAN BRIERA. GEORGINA,CR,CONSTITUCIO,50,BARCELONA,08014,35 BARCELONA 3-D,934211529
F08008000,PANTALEONI GIRALT. ALBERT,CR,CALVET,70,BARCELONA,08021,42 BARCELONA 5-A,932092938
F08008017,JIMENEZ GALINDO. ANA ISABEL,RD,GUINARDO,196,BARCELONA,08041,326 BARCELONA 7-G,
F08008024,ADSARA DALMAU. J/ADSARA GRAU.J,CR,CASTELAO,74,L'HOSPITALET DE LLOBREGAT,08902,293 L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,934225703
F08008031,ANDREU LLEAL. M ASUNCION,CR,GANDUXER,94,BARCELONA,08022,43 BARCELONA 5-B,934171118
F08008049,GOMEZ NUÑEZ. M TERESA,CR,BERTRAN,129,BARCELONA,08023,46 BARCELONA 5-E,934174911
F08008056,GARCIA CASAS. DELFINA,CR,BERLIN,107,BARCELONA,08029,39 BARCELONA 4-A,932301129
F08008063,RAMÍREZ RODRÍGUEZ. MIGUEL ÁNGEL,CR,VALLPARDA,122,L'HOSPITALET DE LLOBREGAT,08904,290 L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,934491731
F08008070,SEGURA BOIX. JOSEP BERNAT,CR,CONCORDIA,47,BARCELONA,08004,33 BARCELONA 3-B,932413438
F08008088,PONJOAN URIACH. M.ROSA,CR,LORETO,48,BARCELONA,08029,39 BARCELONA 4-A,934308014
F08008095,BEUMALA LLUNELL. MARIA ANGELS,CR,BISBE CATALA,8,BARCELONA,08034,41 BARCELONA 4-C,932033065
F08008105,SIMON BARON. JOSE MIGUEL,CR,BELCHITE,13-15,L'HOSPITALET DE LLOBREGAT,08906,296 L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,934388000
F08008112,VARELA MATO. CONCEPCIO,CR,SANT JOAN DE MALTA,111,BARCELONA,08018,73 BARCELONA 10-C,933074535
F08008120,GOMEZ FACUNDO. SANTIAGO,CR,ROVIRA VIRGILI,6,BARCELONA,08030,395 BARCELONA 9-H,933113653
F08008137,GARCIA BARRADO.M.CARME,CR,AMILCAR,158 BIS,BARCELONA,08032,326 BARCELONA 7-G,932365034
F08008144,FUENTES LLOBET. JOAN,CR,MORA D'EBRE,43,BARCELONA,08023,50 BARCELONA 6-D,932138321
F08008151,TICO GRAU. JOSE RAMON,CR,ESPRONCEDA,363,BARCELONA,08027,65 BARCELONA 9-A,933523760
F08008169,BLÁZQUEZ MARTÍN. MARIA DEL MAR,CR,ESPRONCEDA,191,BARCELONA,08018,73 BARCELONA 10-C,933081655
F08008176,MONT TORRES.NURIA,CR,JOAN GUELL,91,BARCELONA,08028,38 BARCELONA 3-G,933394514
F08008183,GÓMEZ SANCHO. JORGE,PS,BONANOVA,105,BARCELONA,08017,45 BARCELONA 5-D,932033097
F08008190,PALET VILLARROYA. LORENA,CR,HORTA,127,BARCELONA,08032,56 BARCELONA 7-F,934205754
F08008200,RUBIS MARIN. GEMMA,CR,SANTA ENGRACIA,73,BARCELONA,08016,,933544016
F08008225,BARBERAN PARCERISA. LUIS MIGUEL,AV,CAN SERRA,51,L'HOSPITALET DE LLOBREGAT,08906,297 L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,934375934
F08008232,NEBOT SALABERT. ALEXANDRE,CR,AUSIAS MARCH,93,BARCELONA,08013,28 BARCELONA 2-H,932324704
F08008240,DE FRUTOS ILLAN. M.CARME,CR,CAMELIES,22,BARCELONA,08024,358 BARCELONA 6-E,932132513
F08008257,TORRES GIBERT. MARTA/TORRES GIBERT. JAUME,AV,CATALUNYA,25,LA POBLA DE CLARAMUNT,08787,131 ANOIA RURAL,938086233
F08008264,SICILIA MUÑOZ. DAFNE,CR,DIPUTACIO,12,BARCELONA,08015,22 BARCELONA 2-B,934243158
F08008271,BLANCH BORIS. MARIA JOSE,CR,NAVAS DE TOLOSA,329,BARCELONA,08026,76 BARCELONA 10-F,933517364
F08008289,PIERA BALLESTER. FRANCESCA,CR,FRANCOLI,23 BIS,BARCELONA,08006,43 BARCELONA 5-B,932183810
F08008296,CULLERE COSIDO. MARIA ANTONIA,AV,GENERALITAT,28,VILADECANS,08840,265 VILADECANS 1,936580444
F08008306,PEREZ MORALES. JUANA M,CR,ROSENDO ARUS,54,L'HOSPITALET DE LLOBREGAT,08901,288 L'HOSPITALET DE LLOBREGAT 1 - CENTRE,933370792
F08008313,PEREZ GARCIA. MARIA CARMEN.,CR,L'ALZINA,44,BARCELONA,08024,358 BARCELONA 6-E,932133750
F08008320,VILAR BUHLER. SUSANNA,PL,DELS PAISOS CATALANS,3,BARCELONA,08014,38 BARCELONA 3-G,934102011
F08008338,PEREZ CARRION. LAURA,PL,CAN BARO,6,BARCELONA,08024,51 BARCELONA 7-A,939999999
F08008345,CLANXET WUST. PILAR,CR,PROVENÇALS,12,BARCELONA,08019,72 BARCELONA 10-B,932665141
F08008352,SAINZ VARONA. M.DEL PILAR,CR,SANTIAGO APÒSTOL,89,L'HOSPITALET DE LLOBREGAT,08903,291 L'HOSPITALET DE LLOBREGAT 4 TORRASSA,934312630
F08008360,TORELLÓ COLET. RAMON,PS,JOAN DE BORBO,72,BARCELONA,08003,16 BARCELONA 1-A,932215230
F08008377,SOUCHEIRON ALMELA. IMMACULADA,CR,PRAT DE LA RIBA,212,L'HOSPITALET DE LLOBREGAT,08901,288 L'HOSPITALET DE LLOBREGAT 1 - CENTRE,933372624
F08008384,BUSQUETS BAQUÉ. MARTA.,AV,MERIDIANA,259,BARCELONA,08027,67 BARCELONA 9-C,933524509
F08008391,CORRAL IGLESIAS. ANTONIO MIGUEL,CR,TURO DE LA TRINITAT,41,BARCELONA,08033,70 BARCELONA 9-F,933451724
F08008401,MARCOS CASANOVAS. JORDI MANUEL,CR,MALLORCA,663,BARCELONA,08027,65 BARCELONA 9-A,933525259
F08008426,CARDENAL LOPEZ. M.DEL CARME,RD,GUINARDO,31,BARCELONA,08024,51 BARCELONA 7-A,934551833
F08008433,SHALABI BENAVENT. RAMI RAÜL,CR,PUJADES,151,BARCELONA,08005,71 BARCELONA 10-A,933092623
F08008440,SANZ SUAY. NESTOR,CR,VALLES I RIBOT,8,BARCELONA,08027,65 BARCELONA 9-A,933522407
F08008465,MASSAGUE SOLE. ROSA MARIA,CR,SANT JOAN,2-12,L'HOSPITALET DE LLOBREGAT,08901,288 L'HOSPITALET DE LLOBREGAT 1 - CENTRE,933373119
F08008472,PLANAS PASCUAL. JOSEP M,PS,TORRAS i BAGES,83,BARCELONA,08030,396 BARCELONA 9-I,933450634
F08008480,SUSANA MONTENEGRO. TERESA,CR,CUBELLES,8,BARCELONA,08031,385 BARCELONA 8J,933517909
F08008497,BUSQUETS BALSELLS. XAVIER,CR,SECRETARI COLOMA,92,BARCELONA,08024,358 BARCELONA 6-E,932197994
F08008507,FORES MOLINER.MERCEDES/PALAU IMBERN. MARIA MERCE,CR,GRAN VIA CORTS CATALANES,347,BARCELONA,08014,35 BARCELONA 3-D,934243657
F08008514,RODRIGUEZ VARGAS. JOAN ANTONI,CR,CLOSENS,36,SANT ANDREU DE LLAVANERES,08392,335 SANT ANDREU DE LLAVANERES,937926199
F08008521,MORALES BALLUS. MONICA,CR,MONTSENY,151,L'HOSPITALET DE LLOBREGAT,08904,291 L'HOSPITALET DE LLOBREGAT 4 TORRASSA,932491593
F08008539,OLIVARES CARA. AINHOA,CR,ZAMORA,38,BARCELONA,08005,71 BARCELONA 10-A,933093807
F08008546,GUERRERO POZO. M.CARME,CR,AGUSTI i MILA,38,BARCELONA,08030,396 BARCELONA 9-I,933458141
F08008553,SERRA BUSQUET. HELENA,CR,FELIPE DE PAZ,8,BARCELONA,08028,41 BARCELONA 4-C,933398668
F08008560,BARNADAS RULL. CLARA,CR,LA FLORIDA,53,L'HOSPITALET DE LLOBREGAT,08905,294 L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,934492738
F08008578,VALERO BARLABÉ. RAIMONT,CR,DOCTOR PI I MOLIST,1,BARCELONA,08031,385 BARCELONA 8J,934084556
F08008585,EDMUND JOYCE. GRAHAM,CR,MELCIOR DE PALAU,153 BIS,BARCELONA,08014,38 BARCELONA 3-G,932396083
F08008592,CARTAÑA GAMEZ. M. CARME,PS,MARAGALL,106,BARCELONA,08027,67 BARCELONA 9-C,933518414
F08008602,SORNI HUBRECHT. MARIA DOLORES,CR,MANDRI,6,BARCELONA,08022,43 BARCELONA 5-B,934171028
F08008610,GOMEZ MARTINEZ. JESUS CARLOS,AV,Mare de Deu de MONTSERRAT,143,BARCELONA,08041,51 BARCELONA 7-A,934555139
F08008627,BLANC MELIA. BEATRIZ/BLANC MELIA. JAVIER,CR,CONCEPCIO ARENAL,124,BARCELONA,08027,67 BARCELONA 9-C,933528655
F08008634,ANFRUNS ESPUÑA. TERESA,CR,PORXOS,22,LA POBLA DE LILLET,08696,130 ALT BERGUEDÀ,938236110
F08008659,SÁNCHEZ GONZÁLEZ. CARLOS,AV,DIAGONAL,197,BARCELONA,08018,71 BARCELONA 10-A,
F08008666,TRILLA GARCIA. JUAN JOSE,CR,GUADIANA,39,BARCELONA,08014,36 BARCELONA 3-E,934214727
F08008673,RIAZA SOLER/GISPERT SERRATS,CR,COMANDANT BENITEZ,30,BARCELONA,08028,41 BARCELONA 4-C,934214727
F08008698,BOSCH SAIS. ROSER,CR,COTONAT,38,L'HOSPITALET DE LLOBREGAT,08904,290 L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,932491261
F08008708,RIOS ÁLVAREZ. LUÍS/MARTIN ORTIZ. SANTIAGO,RB,MESTRE IJAUME TORRENTS,23,LA ROCA DEL VALLÈS,08430,355 LA ROCA DEL VALLÈS,938422850
F08008715,SURRIBAS LLANSO.M.DOLORS/CASERAS SURRIBAS.ANNA,CR,CAPITA ARENES,62,BARCELONA,08034,44 BARCELONA 5-C,932033794
F08008722,MORALES MORERA. LAURA,CR,GRAN VIA CORTS CATALANES,216,BARCELONA,08004,33 BARCELONA 3-B,933321071
F08008730,XURIGUERA HERNANDEZ.XAVIER,CR,CONSELL DE CENT,575,BARCELONA,08013,29 BARCELONA 2-I,932315260
F08008754,GARRABE CANET. M.TERESA,CR,DANTE ALIGHIERI,118,BARCELONA,08032,54 BARCELONA 7-D,932293710
F08008761,FARRE/ROMA,CR,FORMENTERA,44,BARCELONA,08016,327 BARCELONA 8-I,933540183
F08008779,OROBITG BLANCH. ANNA,CR,MASFERRER,16,BARCELONA,08028,40 BARCELONA 4-B,933307817
F08008786,CAMPO GÜERRI. M. LOURDES,CR,TAQUIGRAF SERRA,3,BARCELONA,08029,39 BARCELONA 4-A,934393853
F08008793,ROYO BARGUES. TERESA,CR,TUSET,34,BARCELONA,08006,42 BARCELONA 5-A,932094541
F08008803,FORNS GIRO. FERRAN,CR,MARE DE DEU DEL PORT,234,BARCELONA,08038,34 BARCELONA 3-C,933322194
F08008810,CASTELLVI ALTIMIRA. JOSEP,CR,CARDENAL SENTMENAT,37,BARCELONA,08017,44 BARCELONA 5-C,932031037
F08008828,ANDRADES FRANCIA.A/ANDRADES FRANCIA.J.L.,CR,GENERAL PRIM,37,L'HOSPITALET DE LLOBREGAT,08902,292 L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,933314046
F08008835,PONS CASALS. PATRICIA,CR,SANT FELIU,1,SANT PERE DE TORELLÓ,08572,254 VALL DEL GES,938584035
