Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,CP,ABS,Telèfon,Nom comarca,Nom,província,geocode_input,address,lat,lng
F08000025,Canal calveras. marta,Carrer,Sant jordi,11,8692,128 baix berguedà,938290385,Berguedà,Puig-reig,Barcelona,"Carrer Sant jordi, 11, 08692, Puig-reig, Barcelona, Spain","Carrer Sant Jordi, 11, 08692 Puig-reig, Barcelona, Spain",41.9751974,1.8774583
F08000032,Abril garcia. maria,Riera,Bisbe pol,72,8350,9 arenys de mar,937923301,Maresme,Arenys de Mar,Barcelona,"Riera Bisbe pol, 72, 08350, Arenys de Mar, Barcelona, Spain","Riera del Bisbe Pol, 72, 08350 Arenys de Mar, Barcelona, Spain",41.5809266,2.5503047
F08000040,Rigola garrofe. dolça,Plaça,Esglesia,3,8350,9 arenys de mar,937920237,Maresme,Arenys de Mar,Barcelona,"Plaça Esglesia, 3, 08350, Arenys de Mar, Barcelona, Spain","Plaça de l'Església, 3, 08350 Arenys de Mar, Barcelona, Spain",41.5807324,2.5495074
F08000057,Mias navarro. mireia,Rambla,Sant marti,56,8358,9 arenys de mar,937938201,Maresme,Arenys de Munt,Barcelona,"Rambla Sant marti, 56, 08358, Arenys de Munt, Barcelona, Spain","Rambla Sant Martí, 56, 08358 Arenys de Munt, Barcelona, Spain",41.609544,2.5408221
F08000064,Guillen vidal. m nuria,Carrer,Gran,22,8310,10 argentona,937971262,Maresme,Argentona,Barcelona,"Carrer Gran, 22, 08310, Argentona, Barcelona, Spain","Carrer Gran, 22, 08310 Argentona, Barcelona, Spain",41.5547112,2.4015851
F08000071,Boixareu carrera.m.angels,Carrer,Rocafort,26,8271,11 artés,938305265,Bages,Artés,Barcelona,"Carrer Rocafort, 26, 08271, Artés, Barcelona, Spain","Carrer Rocafort, 26, 08271 Artés, Barcelona, Spain",41.7977841,1.9530128
F08000089,Mimo callis. lluis,Carretera,Ribes,31,8591,121 la garriga,938440809,Vallès Oriental,Aiguafreda,Barcelona,"Carretera Ribes, 31, 08591, Aiguafreda, Barcelona, Spain","Ctra. de Ribes, 31, 08591 Aiguafreda, Barcelona, Spain",41.7677774,2.2512316
F08000096,Jofresa prats. e/portillo saavedra. p,Carrer,Prim,156,8911,273 badalona 2,933840455,Barcelonès,Badalona,Barcelona,"Carrer Prim, 156, 08911, Badalona, Barcelona, Spain","Carrer d'En Prim, 156, 08911 Badalona, Barcelona, Spain",41.4510918,2.2529399
F08000106,Tallada domingo. maria,Carrer,Canonge baranera,60,8911,273 badalona 2,933840453,Barcelonès,Badalona,Barcelona,"Carrer Canonge baranera, 60, 08911, Badalona, Barcelona, Spain","Carrer del Canonge Baranera, 60, 08911 Badalona, Barcelona, Spain",41.4502639,2.2510044
F08000113,Aguilar calvo. adela,Carrer,Francesc layret,83,8911,273 badalona 2,933895208,Barcelonès,Badalona,Barcelona,"Carrer Francesc layret, 83, 08911, Badalona, Barcelona, Spain","Carrer de Francesc Layret, 83, 08911 Badalona, Barcelona, Spain",41.4501274,2.2473072
F08000120,Salla claros. josepa,Avinguda,Marques de sant mori,16 bis,8913,277 badalona 6,933887301,Barcelonès,Badalona,Barcelona,"Avinguda Marques de sant mori, 16 bis, 08913, Badalona, Barcelona, Spain","Avinguda del Marquès de Sant Mori, 16, 08913 Barcelona, Spain",41.438477,2.2197167
F08000138,Faura carrera. aina,Avinguda,Alfons xiii,256,8914,342 badalona 7b,933870343,Barcelonès,Badalona,Barcelona,"Avinguda Alfons xiii, 256, 08914, Badalona, Barcelona, Spain","Av. d'Alfons XIII, 256, 08914 Badalona, Barcelona, Spain",41.4398848,2.2289208
F08000145,Boscasa sanchez-pascuala. eva,Avinguda,Alfons xiii,615,8918,276 badalona 5,933873194,Barcelonès,Badalona,Barcelona,"Avinguda Alfons xiii, 615, 08918, Badalona, Barcelona, Spain","Av. d'Alfons XIII, 615, 08930 Santa Coloma de Gramenet, Barcelona, Spain",41.4331515,2.2166973
F08000152,Prat martori. eloi,Plaça,Pep ventura,11,8912,274 badalona 3,933872193,Barcelonès,Badalona,Barcelona,"Plaça Pep ventura, 11, 08912, Badalona, Barcelona, Spain","Plaça de Pep Ventura, 11, 08912 Badalona, Barcelona, Spain",41.445702,2.2404162
F08000160,Prat martori. anna,Carrer,Francesc macia,94-96,8912,274 badalona 3,933870647,Barcelonès,Badalona,Barcelona,"Carrer Francesc macia, 94-96, 08912, Badalona, Barcelona, Spain","Carrer de Francesc Macià, 94, 96, 08912 Badalona, Barcelona, Spain",41.4463716,2.2407246
F08000177,Bernat barriga. m.montserrat,Carrer,Conquesta,53,8912,274 badalona 3,933842906,Barcelonès,Badalona,Barcelona,"Carrer Conquesta, 53, 08912, Badalona, Barcelona, Spain","Carrer de la Conquista, 53, 08912 Badalona, Barcelona, Spain",41.4448595,2.2441273
F08000184,Valero barlabe. francesc x.,Carrer,Guifre,184,8912,274 badalona 3,933830657,Barcelonès,Badalona,Barcelona,"Carrer Guifre, 184, 08912, Badalona, Barcelona, Spain","Carrer de Guifré, 184, 08912 Badalona, Barcelona, Spain",41.44431340000000,2.2421391
F08000191,Garcia-vela grace. marta,Avinguda,Pius xii,1-7,8913,277 badalona 6,933876154,Barcelonès,Badalona,Barcelona,"Avinguda Pius xii, 1-7, 08913, Badalona, Barcelona, Spain","Av. Pius XII, 1, 7, 08913 Badalona, Barcelona, Spain",41.4368625,2.2175325
F08000201,Segarra dolset. silvia,Avinguda,Alfons  xiii,555,8918,276 badalona 5,933872749,Barcelonès,Badalona,Barcelona,"Avinguda Alfons  xiii, 555, 08918, Badalona, Barcelona, Spain","Av. d'Alfons XIII, 555, 08918 Santa Coloma de Gramenet, Barcelona, Spain",41.4343087,2.2189558
F08000219,Serentill tost. salvador,Carrer,Mar,23,8911,273 badalona 2,933841233,Barcelonès,Badalona,Barcelona,"Carrer Mar, 23, 08911, Badalona, Barcelona, Spain","Carrer de Mar, 23, 08911 Badalona, Barcelona, Spain",41.4494129,2.2481071
F08000226,Torras surroca. sara m,Carrer,Mar,76,8911,273 badalona 2,933845614,Barcelonès,Badalona,Barcelona,"Carrer Mar, 76, 08911, Badalona, Barcelona, Spain","Carrer de Mar, 76, 08911 Badalona, Barcelona, Spain",41.4484822,2.2487416
F08000233,Ferré clapés. marc,Avinguda,Marti pujol,133,8912,273 badalona 2,933844806,Barcelonès,Badalona,Barcelona,"Avinguda Marti pujol, 133, 08912, Badalona, Barcelona, Spain","Av. de Martí Pujol, 133, 08912 Badalona, Barcelona, Spain",41.4489716,2.2457263
F08000240,Iglesias manero. marc,Carretera,Berga,2,8660,167 navàs/balsareny,938396121,Bages,Balsareny,Barcelona,"Carretera Berga, 2, 08660, Balsareny, Barcelona, Spain","Ctra. de Berga, 2, 08660 Balsareny, Barcelona, Spain",41.8644055,1.8744849
F08000258,Cosp boixader. maria,,De la pau,55,8600,82 berga,938210125,Berguedà,Berga,Barcelona,,,,
F08000265,Vila calonge ma. cristina,Carrer,Ciutat,41,8600,82 berga,938210518,Berguedà,Berga,Barcelona,"Carrer Ciutat, 41, 08600, Berga, Barcelona, Spain","Carrer de la Ciutat, 41, 08600 Berga, Barcelona, Spain",42.1024592,1.8449023
F08000272,Saz carazo. neus,Avinguda,Del canal industrial,14-18,8600,82 berga,938210135,Berguedà,Berga,Barcelona,"Avinguda Del canal industrial, 14-18, 08600, Berga, Barcelona, Spain","Avinguda Canal Industrial, 14, 18, 08600 Berga, Barcelona, Spain",42.1027415,1.8517552
F08000280,Alvarez de la campa fayos.alvar,Carrer,Gran via,28,8600,82 berga,938210402,Berguedà,Berga,Barcelona,"Carrer Gran via, 28, 08600, Berga, Barcelona, Spain","Gran Via, 28, 08600 Berga, Barcelona, Spain",42.0991856,1.8435694
F08000297,Font sabala. meritxell,,Santa calamanda,7,8280,88 calaf,938698506,Anoia,Calaf,Barcelona,,,,
F08000307,Puigoriol mas. isabel,Carrer,Forn,7,8140,89 caldes de montbui,938650097,Vallès Oriental,Caldes de Montbui,Barcelona,"Carrer Forn, 7, 08140, Caldes de Montbui, Barcelona, Spain","Carrer del Forn, 7, 08140 Caldes de Montbui, Barcelona, Spain",41.6340266,2.1625612
F08000314,Tibau maynou.rafel,Avinguda,Pi i margall,36-38,8140,89 caldes de montbui,938650146,Vallès Oriental,Caldes de Montbui,Barcelona,"Avinguda Pi i margall, 36-38, 08140, Caldes de Montbui, Barcelona, Spain","Avinguda de Pi i Margall, 36, 38, 08140 Caldes de Montbui, Barcelona, Spain",41.6312207,2.164532
F08000321,Areales vera. cesareo,Carrer,La riera,20,8393,335 sant andreu de llavaneres,937912732,Maresme,Caldes d'Estrac,Barcelona,"Carrer La riera, 20, 08393, Caldes d'Estrac, Barcelona, Spain","La Riera, 20, 08393 Caldes d'Estrac, Barcelona, Spain",41.56986380000000,2.5273466
F08000353,Noe nadal. agusti,Carrer,Esglesia,116,8370,90 calella,937690791,Maresme,Calella,Barcelona,"Carrer Esglesia, 116, 08370, Calella, Barcelona, Spain","Carrer de l'Església, 116, 08370 Calella, Barcelona, Spain",41.6143995,2.6614725
F08000360,Martinez alvarez. emilio,Riera,Gavarra,23,8360,93 canet de mar,937940045,Maresme,Canet de Mar,Barcelona,"Riera Gavarra, 23, 08360, Canet de Mar, Barcelona, Spain","Riera Gavarra, 23, 08360 Canet de Mar, Barcelona, Spain",41.588396,2.5801638
F08000378,Codina sabater. marta,Plaça,Verdaguer,3,8786,337 capellades,938010082,Anoia,Capellades,Barcelona,"Plaça Verdaguer, 3, 08786, Capellades, Barcelona, Spain","Pl. Verdaguer, 3, 08786 Capellades, Barcelona, Spain",41.5310114,1.6861999
F08000385,Auque regaño. bernat,Carrer,Sant antoni,11,8440,95 cardedeu,938461071,Vallès Oriental,Cardedeu,Barcelona,"Carrer Sant antoni, 11, 08440, Cardedeu, Barcelona, Spain","Carrer Sant Antoni, 11, 08440 Cardedeu, Barcelona, Spain",41.6377306,2.3561658
F08000392,Fores jover. maria cinta,Carrer,Diagonal fivaller,8,8440,95 cardedeu,938461169,Vallès Oriental,Cardedeu,Barcelona,"Carrer Diagonal fivaller, 8, 08440, Cardedeu, Barcelona, Spain","Diagonal Fiveller, 8, 08440 Cardedeu, Barcelona, Spain",41.6372049,2.3576126
F08000402,Bernadí guitart. elena,Carrer,Del cambras,5,8261,96 cardona,938691165,Bages,Cardona,Barcelona,"Carrer Del cambras, 5, 08261, Cardona, Barcelona, Spain","Castell de Cardona, s/n, 08261 Cardona, Barcelona, Spain",41.9143193,1.685634
F08000427,Sala arnau. maria,Plaça,Mercat,1,8261,96 cardona,938691049,Bages,Cardona,Barcelona,"Plaça Mercat, 1, 08261, Cardona, Barcelona, Spain","Plaça del Mercat, 1, 08261 Cardona, Barcelona, Spain",41.914,1.68123
F08000434,Rodriguez yangüela. tania,Carrer,Torras,2,8211,97 castellar del vallès,937145289,Vallès Occidental,Castellar del Vallès,Barcelona,"Carrer Torras, 2, 08211, Castellar del Vallès, Barcelona, Spain","Carrer de Torras, 2, 08211 Castellar del Vallès, Barcelona, Spain",41.6157877,2.0867518
F08000441,Ros casanovas. rosalina,Avinguda,Sant esteve,3,8211,97 castellar del vallès,937145233,Vallès Occidental,Castellar del Vallès,Barcelona,"Avinguda Sant esteve, 3, 08211, Castellar del Vallès, Barcelona, Spain","Avinguda de Sant Esteve, 3, 08211 Castellar del Vallès, Barcelona, Spain",41.6130741,2.0866197
F08000459,Escudero martinez. pascual/escudero portera.monica,Plaça,Esglesia,8,8755,310 rubí 2,937720134,Vallès Occidental,Castellbisbal,Barcelona,"Plaça Esglesia, 8, 08755, Castellbisbal, Barcelona, Spain","Plaça de l'Església, 8, 08755 Castellbisbal, Barcelona, Spain",41.4748893,1.9802873
F08000466,Carrion ribas. joan anton,Carrer,De mig,1,8183,159 moià,938668033,Moianès,Castellterçol,Barcelona,"Carrer De mig, 1, 08183, Castellterçol, Barcelona, Spain","Carrer del Mig, 1, 08183 Castellterçol, Barcelona, Spain",41.7517998,2.1203274
F08000473,Guillermo martinez. antonio,Avinguda,Catalunya,4b,8296,98 montserrat,938282179,Bages,Castellbell i el Vilar,Barcelona,"Avinguda Catalunya, 4b, 08296, Castellbell i el Vilar, Barcelona, Spain","Avinguda Catalunya, 4b, 08296 Castellbell i el Vilar, Barcelona, Spain",41.62932790000000,1.8631051
F08000480,Feliu torrent. immaculada,Carrer,Socos,2,8540,102 centelles,938810182,Osona,Centelles,Barcelona,"Carrer Socos, 2, 08540, Centelles, Barcelona, Spain","Carrer de la Mare de Déu del Socós, 2, 08540 Centelles, Barcelona, Spain",41.7972463,2.2187668
F08000498,Barnolas puigbo. maria pilar,Carrer,Nou,7,8540,102 centelles,938810985,Osona,Centelles,Barcelona,"Carrer Nou, 7, 08540, Centelles, Barcelona, Spain","Carrer Nou, 7, 08540 Centelles, Barcelona, Spain",41.7977577,2.2184209
F08000508,Copete peralta`. javier/quero guerrero. m.carmen,Carrer,Ramon i cajal,2-4,8940,108 cornellà de llobregat 1,934744572,Baix Llobregat,Cornellà de Llobregat,Barcelona,"Carrer Ramon i cajal, 2-4, 08940, Cornellà de Llobregat, Barcelona, Spain","Carrer de Santiago Ramón y Cajal, 2, 4, 08940 Cornellà de Llobregat, Barcelona, Spain",41.3525073,2.0707468
F08000515,Gelabert camprubi. ramon,Carrer,Rubio i ors,128,8940,108 cornellà de llobregat 1,933770011,Baix Llobregat,Cornellà de Llobregat,Barcelona,"Carrer Rubio i ors, 128, 08940, Cornellà de Llobregat, Barcelona, Spain","C/ de Joaquim Rubió i Ors, 128, 08940 Cornellà de Llobregat, Barcelona, Spain",41.3530817,2.0690954
F08000522,Lopez-ybarra flores. rocio,Plaça,Ajuntament,14,8292,115 esparraguera,937771144,Baix Llobregat,Esparreguera,Barcelona,"Plaça Ajuntament, 14, 08292, Esparreguera, Barcelona, Spain","Plaça l'Ajuntament, 14, 08292 Esparreguera, Barcelona, Spain",41.5387938,1.8705627
F08000530,Florensa berenguer. mireia,Carrer,Gran,33,8292,115 esparraguera,937771189,Baix Llobregat,Esparreguera,Barcelona,"Carrer Gran, 33, 08292, Esparreguera, Barcelona, Spain","Carrer Gran, 33, 08292 Esparreguera, Barcelona, Spain",41.5396393,1.8696983
F08000547,Sans ballester. silvia,Carrer,Angel guimera,130,8950,117 esplugues de llobregat 2,933710393,Baix Llobregat,Esplugues de Llobregat,Barcelona,"Carrer Angel guimera, 130, 08950, Esplugues de Llobregat, Barcelona, Spain","Carrer d'Àngel Guimerà, 130, 08950 Esplugues de Llobregat, Barcelona, Spain",41.375448,2.0802155
F08000554,Jene borras. francesc,Carrer,Angel guimera,9,8950,117 esplugues de llobregat 2,933718877,Baix Llobregat,Esplugues de Llobregat,Barcelona,"Carrer Angel guimera, 9, 08950, Esplugues de Llobregat, Barcelona, Spain","Carrer d'Àngel Guimerà, 9, 08950 Esplugues de Llobregat, Barcelona, Spain",41.3773906,2.0864447
F08000579,Comaposada beringues. josefina,Carrer,Centre,29,8530,121 la garriga,938718314,Vallès Oriental, La Garriga,Barcelona,"Carrer Centre, 29, 08530,  La Garriga, Barcelona, Spain","Carrer del Centre, 29, 08530 La Garriga, Barcelona, Spain",41.6852415,2.2854103
F08000586,Suñol genis. marti,Carrer,Centre,10,8530,121 la garriga,938714686,Vallès Oriental, La Garriga,Barcelona,"Carrer Centre, 10, 08530,  La Garriga, Barcelona, Spain","Carrer del Centre, 10, 08530 La Garriga, Barcelona, Spain",41.6855702,2.2854943
F08000593,Muñoz mendez. daniel,Rambla,Joaquim vayreda,24,8850,123 gavà 2,936620388,Baix Llobregat,Gavà,Barcelona,"Rambla Joaquim vayreda, 24, 08850, Gavà, Barcelona, Spain","Rambla de Joaquim Vayreda, 24, 08850 Gavà, Barcelona, Spain",41.3046506,2.0088216
F08000603,Rivero moreno. beatriz,Avinguda,Diagonal,7,8850,123 gavà 2,936620144,Baix Llobregat,Gavà,Barcelona,"Avinguda Diagonal, 7, 08850, Gavà, Barcelona, Spain","Av. Diagonal, 7, 08850 Gavà, Barcelona, Spain",41.3045199,1.99766
F08000610,Ribal barrera. maria eva,Carrer,Major,8,8790,360 martorell rural,937790003,Alt Penedès,Gelida,Barcelona,"Carrer Major, 8, 08790, Gelida, Barcelona, Spain","Carrer Major, 8, 08790 Gelida, Barcelona, Spain",41.44017000000000,1.864535
F08000628,Serra morell. cora,Avinguda,Catalunya,30,8680,128 baix berguedà,938250082,Berguedà,Gironella,Barcelona,"Avinguda Catalunya, 30, 08680, Gironella, Barcelona, Spain","Av. de Catalunya, 30, 08680 Gironella, Barcelona, Spain",42.0323252,1.8804226
F08000635,Guixe simon. xavier,Avinguda,Catalunya,53,8680,128 baix berguedà,938250177,Berguedà,Gironella,Barcelona,"Avinguda Catalunya, 53, 08680, Gironella, Barcelona, Spain","Av. de Catalunya, 53, 08680 Gironella, Barcelona, Spain",42.03302350000000,1.8801319
F08000642,Arimany barcelo. marina,Plaça,Josep maluquer i salvador,11,8401,286 granollers 3 - centre est,938794029,Vallès Oriental,Granollers,Barcelona,"Plaça Josep maluquer i salvador, 11, 08401, Granollers, Barcelona, Spain","Plaça Josep Maluquer i Salvador, 11, 08401 Granollers, Barcelona, Spain",41.6089335,2.2889145
F08000650,Garcia martinez. maria jose/busquets febrer. josep,Carrer,Anselm clave,31,8402,286 granollers 3 - centre est,938700259,Vallès Oriental,Granollers,Barcelona,"Carrer Anselm clave, 31, 08402, Granollers, Barcelona, Spain","Carrer Anselm Clavé, 31, 08402 Granollers, Barcelona, Spain",41.607389,2.2888348
F08000667,Viñamata nebot. isabel,Carrer,Museu,20-22,8401,286 granollers 3 - centre est,938794018,Vallès Oriental,Granollers,Barcelona,"Carrer Museu, 20-22, 08401, Granollers, Barcelona, Spain","Carrer del Museu, 20, 22, 08401 Granollers, Barcelona, Spain",41.6073198,2.2859179
F08000674,Parera bonany. maria,Plaça,De l'oli,3,8401,286 granollers 3 - centre est,938700038,Vallès Oriental,Granollers,Barcelona,"Plaça De l'oli, 3, 08401, Granollers, Barcelona, Spain","Plaça de l'Oli, 3, 08401 Granollers, Barcelona, Spain",41.6084435,2.2876933
F08000681,Bretcha forns. ma. marta,Carrer,Joan prim,29,8401,286 granollers 3 - centre est,938403900,Vallès Oriental,Granollers,Barcelona,"Carrer Joan prim, 29, 08401, Granollers, Barcelona, Spain","Carrer de Joan Prim, 29, 08401 Granollers, Barcelona, Spain",41.6107113,2.2894393
F08000699,Vilades freixa. josep,Carretera,Ribes,1,8694,130 alt berguedà,938240006,Berguedà,Guardiola de Berguedà,Barcelona,"Carretera Ribes, 1, 08694, Guardiola de Berguedà, Barcelona, Spain","Carr. a Ribes, 1, 08694 Guardiola de Berguedà, Barcelona, Spain",42.2325824,1.8789075
F08000709,Bertran gomez. montserrat/camacho pelaez. sara,Carrer,Progres,85,8904,290 l'hospitalet de llobregat 3 - collblanc,932495169,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Progres, 85, 08904,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer Progrés, 85, 08904 L'Hospitalet de Llobregat, Barcelona, Spain",41.3723074,2.1209947
F08000716,Huguet higueras. lluis,Carretera,Collblanc,50,8903,290 l'hospitalet de llobregat 3 - collblanc,932490064,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carretera Collblanc, 50, 08903,  L' Hospitalet De Llobregat, Barcelona, Spain","Carretera de Collblanc, 50, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",41.37594200000000,2.1191158
F08000723,Pujadas saret.a/pujadas piulachs.a/pujadas piulachs.x,Carrer,Llobregat,136,8904,291 l'hospitalet de llobregat 4 torrassa,934495136,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Llobregat, 136, 08904,  L' Hospitalet De Llobregat, Barcelona, Spain","C/ Llobregat, 136, 08904 L'Hospitalet de Llobregat, Barcelona, Spain",41.3705058,2.1210713
F08000730,Huguet termes. maria teresa,Carrer,Major,34,8901,288 l'hospitalet de llobregat 1 - centre,933370637,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Major, 34, 08901,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer Major, 34, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",41.3596457,2.0985299
F08000748,Alamos lopez. pilar,Carrer,Del doctor marti i julia,177,8903,291 l'hospitalet de llobregat 4 torrassa,934313391,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Del doctor marti i julia, 177, 08903,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer del Doctor Martí Julià, 177, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",41.3699289,2.1269002
F08000755,Bohera morales. carles/batllori morales. monica,Carrer,Dr.marti julia,63,8903,290 l'hospitalet de llobregat 3 - collblanc,934497264,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Dr.marti julia, 63, 08903,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer del Doctor Martí Julià, 63, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",41.3737186,2.122548
F08000762,Dasca de moxo. m teresa,Rambla,Marina,441,8901,288 l'hospitalet de llobregat 1 - centre,933370072,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Rambla Marina, 441, 08901,  L' Hospitalet De Llobregat, Barcelona, Spain","Rambla de la Marina, 441, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",41.3594233,2.1016869
F08000770,Rosselló dasca. fidel,Carrer,Major,19,8901,288 l'hospitalet de llobregat 1 - centre,931561831,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Major, 19, 08901,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer Major, 19, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",41.35961,2.1007017
F08000787,De oleza roncal. m. pilar,Carrer,Aprestadora,80,8902,293 l'hospitalet de llobregat 6-s.eulàlia s.,934326643,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Aprestadora, 80, 08902,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer de l'Aprestadora, 80, 08902 L'Hospitalet de Llobregat, Barcelona, Spain",41.3627034,2.1268649
F08000794,De gabriel blasco. carles,Carrer,Pujos,49,8904,290 l'hospitalet de llobregat 3 - collblanc,932494923,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Pujos, 49, 08904,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer de Pujós, 49, 08904 L'Hospitalet de Llobregat, Barcelona, Spain",41.3729131,2.1178843
F08000804,Puig romeu. josep ma.,Carrer,Progres,39,8904,290 l'hospitalet de llobregat 3 - collblanc,932493246,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Progres, 39, 08904,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer Progrés, 39, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",41.3739415,2.1199362
F08000811,Balsells turmo.elia/balsells turmo.marta,Carrer,Santa eulalia,97,8902,292 l'hospitalet de llobregat 5-s.eulàlia n.,933315698,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Santa eulalia, 97, 08902,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer Santa Eulàlia, 97, 08902 L'Hospitalet de Llobregat, Barcelona, Spain",41.36692560000000,2.1261446
F08000829,Moreno murillo. raquel,Carrer,Enric prat de la riba,161,8901,289 l'hospitalet de llobregat 2 -s.josep,933372556,Barcelonès, L' Hospitalet De Llobregat,Barcelona,"Carrer Enric prat de la riba, 161, 08901,  L' Hospitalet De Llobregat, Barcelona, Spain","Carrer d'Enric Prat de la Riba, 161, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",41.3622376,2.1088025
F08000836,Miserachs sola. anna,Rambla,Nova,1,8700,371 igualada-1,938030598,Anoia,Igualada,Barcelona,"Rambla Nova, 1, 08700, Igualada, Barcelona, Spain","Rambla Nova, 1, 08700 Igualada, Barcelona, Spain",41.5800742,1.6141559
F08000843,Bausili lopez-saez. juan bosco,Carrer,Born,9,8700,371 igualada-1,938031933,Anoia,Igualada,Barcelona,"Carrer Born, 9, 08700, Igualada, Barcelona, Spain","Carrer Born, 9, 08700 Igualada, Barcelona, Spain",41.5789801,1.6178959
F08000850,Godo soler. josep m./ godó claramunt. jenny,Plaça,Creu,7,8700,371 igualada-1,938031488,Anoia,Igualada,Barcelona,"Plaça Creu, 7, 08700, Igualada, Barcelona, Spain","Plaça de la Creu, 7, 08700 Igualada, Barcelona, Spain",41.5791722,1.6153181
F08000868,Singla barcelo. ramon,Avinguda,Mestre montaner,23-26,8700,372 igualada-2,938050479,Anoia,Igualada,Barcelona,"Avinguda Mestre montaner, 23-26, 08700, Igualada, Barcelona, Spain","Avinguda del Mestre Montaner, 23, 26, 08700 Igualada, Barcelona, Spain",41.5905336,1.6120211
F08000875,Torello enrich. jordi,,Mossen jacint verdaguer,82,8700,371 igualada-1,938031873,Anoia,Igualada,Barcelona,,,,
F08000890,Perich tomas. francesc,Carrer,Santiago rusiñol,31-33,8450,376 alt mogent,938410094,Vallès Oriental,Llinars del Vallès,Barcelona,"Carrer Santiago rusiñol, 31-33, 08450, Llinars del Vallès, Barcelona, Spain","Carrer Santiago Rusiñol, 31, 33, 08450 Llinars del Vallès, Barcelona, Spain",41.6393812,2.4007459
F08000900,Buñol tordera. pere,Carrer,Mar,80,8380,143 malgrat de mar,937654021,Maresme,Malgrat de Mar,Barcelona,"Carrer Mar, 80, 08380, Malgrat de Mar, Barcelona, Spain","Carrer de Mar, 80, 08380 Malgrat de Mar, Barcelona, Spain",41.6437444,2.7435796
F08000917,Viladevall masens.s/viladevall garriga.n,Carrer,Carme,28,8380,143 malgrat de mar,937610146,Maresme,Malgrat de Mar,Barcelona,"Carrer Carme, 28, 08380, Malgrat de Mar, Barcelona, Spain","Carrer del Carme, 28, 08380 Malgrat de Mar, Barcelona, Spain",41.6457778,2.7413673
F08000924,Ferrer chambo.v./ferrer chambo.t.,Plaça,Fra bernadi,18,8560,144 manlleu,938510240,Osona,Manlleu,Barcelona,"Plaça Fra bernadi, 18, 08560, Manlleu, Barcelona, Spain","Plaça de Fra Bernadí, 18, 08560 Manlleu, Barcelona, Spain",41.9995254,2.2843719
F08000931,Autet gubieras. assumpta,Carrer,De la font,15,8560,144 manlleu,938511034,Osona,Manlleu,Barcelona,"Carrer De la font, 15, 08560, Manlleu, Barcelona, Spain","Carrer de la Font, 15, 08560 Manlleu, Barcelona, Spain",42.0006628,2.2846043
F08000949,Espona grifol.montserrat,,Sant joan,115,8560,144 manlleu,938507203,Osona,Manlleu,Barcelona,,,,
F08000956,Talaveron planas. cristofol,Carrer,Angel guimera,23,8241,146 manresa 2,938721505,Bages,Manresa,Barcelona,"Carrer Angel guimera, 23, 08241, Manresa, Barcelona, Spain","Carrer d'Àngel Guimerà, 23, 08242 Manresa, Barcelona, Spain",41.7265804,1.8244052
F08000963,Comas  riu. ma.teresa,Plaça,Josep anselm clavé,1,8241,145 manresa 1,938721323,Bages,Manresa,Barcelona,"Plaça Josep anselm clavé, 1, 08241, Manresa, Barcelona, Spain","08241 Manresa, Barcelona, Spain",41.7215972,1.8074586
F08000970,Pavia pardo. javier,Carretera,Cardona,19,8241,145 manresa 1,938725517,Bages,Manresa,Barcelona,"Carretera Cardona, 19, 08241, Manresa, Barcelona, Spain","Ctra. de Cardona, 19, 08241 Manresa, Barcelona, Spain",41.72548280000000,1.8212629
F08000995,Bonsfills pont. joana,Carrer,Balmes,41,8242,147 manresa 3,938730133,Bages,Manresa,Barcelona,"Carrer Balmes, 41, 08242, Manresa, Barcelona, Spain","Carrer de Balmes, 41, 08242 Manresa, Barcelona, Spain",41.734762,1.8290605
