Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,CP,ABS,Telèfon,Nom comarca,Nom,província,geocode_input,address,lat,lng
F25018054,Collado baillo. adelaida ,Carrer,Ramon perello,1,25330,245 tàrrega,973500397,Urgell,Vilagrassa,Lleida,"Carrer Ramon perello, 1, 25330, Vilagrassa, Lleida, Spain","Carrer de Ramon Perelló, 1, 25330 Vilagrassa, Lérida, Spain",41.6476864,1.1065085
F25018167,Granell molins. enriqueta,Carretera,De puigcerda,S/n,25737,14 balaguer,973459192,Noguera,Cubells,Lleida,"Carretera De puigcerda, S/n, 25737, Cubells, Lleida, Spain","Carretera Lleida-Puigcerdà, Km 40, 25737 Cubells, Lérida, Spain",41.85360380000000,0.9591514
F25018209,Teixido salvado. cristina,Carrer,Pau casals,9,25410,86 les borges blanques,973156282,Garrigues, L' Espluga Calba,Lleida,"Carrer Pau casals, 9, 25410,  L' Espluga Calba, Lleida, Spain","Av. Pau Casals, 9, 25410 L'Espluga Calba, Lleida, Spain",41.49508,1.0051
F25018311,Coll serres. carme,Plaça,Catalunya,3,25263,81 bellpuig,973322296,Urgell,Preixana,Lleida,"Plaça Catalunya, 3, 25263, Preixana, Lleida, Spain","Plaça Catalunya, 3, 25263 Preixana, Lleida, Spain",41.6059385,1.0391709
F25018424,Cespedes aleu. monica,Carrer,La creu,S/n,25172,329 lleida rural 2-sud,973720676,Segrià,Montoliu de Lleida,Lleida,"Carrer La creu, S/n, 25172, Montoliu de Lleida, Lleida, Spain","Carrer la Creu, 25172 Montoliu de Lleida, Lleida, Spain",41.5610344,0.5883828
F25018640,Vicente-franqueira rodriguez. ramon m,Carretera,De la seu,S/n,25796,233 la seu d'urgell,973387387,Alt Urgell,Ribera d'Urgellet,Lleida,"Carretera De la seu, S/n, 25796, Ribera d'Urgellet, Lleida, Spain","25796, Lleida, Spain",42.3141748,1.3831031
F25018752,Vidal sensi. pilar ,Avinguda,Flora cadena,10,25594,174 pallars sobirà,973621217,Pallars Sobirà,Rialp,Lleida,"Avinguda Flora cadena, 10, 25594, Rialp, Lleida, Spain","Avinguda Flora Cadena, 10, 25594 Rialp, Lérida, Spain",42.44303440000000,1.1352818
F25018907,Roure campos. yolanda,Carretera,De balaguer,22,25130,3 alfarràs/almenar,973426189,Noguera,Algerri,Lleida,"Carretera De balaguer, 22, 25130, Algerri, Lleida, Spain","Carrer Carretera de Balaguer, 22, 25130 Algerri, Lleida, Spain",41.8141002,0.637787
F25019121,Ribes jorge. marta,Carrer,Agusti duran sanpere,16,25001,139 lleida 5 cappont,973212162,Segrià,Lleida,Lleida,"Carrer Agusti duran sanpere, 16, 25001, Lleida, Lleida, Spain","C. d'Agustí Duran i Santpere, 16, 25001 Lleida, Spain",41.6088469,0.633452
F25019234,Caballero gobern. francesc,Plaça,De la trobada,S/n,25711,233 la seu d'urgell,973353806,Alt Urgell,Montferrer i Castellbò,Lleida,"Plaça De la trobada, S/n, 25711, Montferrer i Castellbò, Lleida, Spain","Plaça de la Trobada, 25711, Lleida, Spain",42.3458267,1.424454
F25019347,Hidalgo fernandez. rafael,Carretera,De manresa,24,25286,236 el solsonès,973480466,Solsonès,Olius,Lleida,"Carretera De manresa, 24, 25286, Olius, Lleida, Spain","Carretera de Manresa, 24, 25280 Solsona, Lleida, Spain",41.9942115,1.5227161
F25019450,Peruchet casal. m. teresa,Carrer,Joaquin viola lafuerza,16-18,25700,233 la seu d'urgell,973355550,Alt Urgell, La Seu D'Urgell,Lleida,"Carrer Joaquin viola lafuerza, 16-18, 25700,  La Seu D'Urgell, Lleida, Spain","Carrer de Joaquim Viola Lafuerza, 16, 18, 25700 La Seu d'Urgell, Lleida, Spain",42.3581886,1.4574181
F25019562,Alonso berdun. rosa,Carrer,Puig,5,25727,103 la cerdanya,973511158,Cerdanya,Prullans,Girona,"Carrer Puig, 5, 25727, Prullans, Girona, Spain","Carrer del Puig, 5, 25727 Prullans, Lérida, Spain",42.3781507,1.7383689
F25019604,Rami bul. silvia,Carrer,Baro de maials,93,25005,138 lleida 4 balàfia-pardinyes,973228237,Segrià,Lleida,Lleida,"Carrer Baro de maials, 93, 25005, Lleida, Lleida, Spain","Carrer Baró de Maials, 93, 25005 Lleida, Spain",41.627286,0.6289638
F25019820,Cinca codina. rosa,Avinguda,Generalitat,45,25210,106 cervera,973552506,Segarra,Guissona,Lleida,"Avinguda Generalitat, 45, 25210, Guissona, Lleida, Spain","Av. Generalitat de Catalunya, 45, 25210 Guissona, Lleida, Spain",41.783265,1.290303
F25019932,Bonet notario. josep maria.,,De ronda,42,25180,2 alcarràs,973784001,Segrià,Alcarràs,Lleida,,,,
F25020046,Guilanya feliu. mireia rosa,Avinguda,Guillem graell,16,25700,233 la seu d'urgell,973355891,Alt Urgell, La Seu D'Urgell,Lleida,"Avinguda Guillem graell, 16, 25700,  La Seu D'Urgell, Lleida, Spain","Avinguda de Guillem Graell, 16, 25700 La Seu d'Urgell, Lleida, Spain",42.3602571,1.4595181
F25020102,Boix martinez. anna,Carrer,Mossen jacint verdaguer,9,25280,236 el solsonès,973483030,Solsonès,Solsona,Lleida,"Carrer Mossen jacint verdaguer, 9, 25280, Solsona, Lleida, Spain","Carrer d'En Jacint Verdaguer, 9, 25280 Solsona, Lleida, Spain",41.9920311,1.5121818
F25020110,Riu vilalta. maria,Carretera,De manresa,22,25280,236 el solsonès,973480148,Solsonès,Solsona,Lleida,"Carretera De manresa, 22, 25280, Solsona, Lleida, Spain","Carretera de Manresa, 22, 25280 Solsona, Lleida, Spain",41.9941353,1.5225637
F25020127,Pintó guilamany. ana,Avinguda,Maria anzizu,31-33,25730,12 artesa de segre,973400062,Noguera,Artesa de Segre,Lleida,"Avinguda Maria anzizu, 31-33, 25730, Artesa de Segre, Lleida, Spain","Avinguda de Maria Anzizu, 31, 33, 25730 Artesa de Segre, Lérida, Spain",41.89513000000000,1.04402
F25020134,Gonzalez blanco. gloria,Carrer,Tarragona,19,25620,259 tremp,973652525,Pallars Jussà,Tremp,Lleida,"Carrer Tarragona, 19, 25620, Tremp, Lleida, Spain","Carrer Tarragona, 19, 25620 Tremp, Lleida, Spain",42.16428580000000,0.8931362000000000
F25020141,Gomez adrian. cristina,Carrer,Major,190,25180,2 alcarràs,939999999,Segrià,Alcarràs,Lleida,"Carrer Major, 190, 25180, Alcarràs, Lleida, Spain","Carrer Major, 190, 25180 Alcarràs, Lleida, Spain",41.56279,0.52141
F25020159,Simo cortiella. anna,Carrer,Alcalde porqueras,91,25005,379 lleida 7 onze de setembre,939999999,Segrià,Lleida,Lleida,"Carrer Alcalde porqueras, 91, 25005, Lleida, Lleida, Spain","Av. Alcalde Porqueres, 91, 25005 Lleida, Spain",41.629794,0.6214158000000000
F25020166,Bolaños hernandez.merce/berga bolaños.rosa,Avinguda,Rovira roure,87,25198,379 lleida 7 onze de setembre,939999999,Segrià,Lleida,Lleida,"Avinguda Rovira roure, 87, 25198, Lleida, Lleida, Spain","Av. Alcalde Rovira Roure, 87, 25198 Lleida, Spain",41.6252162,0.6102769
F25020173,Esteve gatnau. gilbert,Carrer,Instituts,2,25310,1 agramunt,973390695,Urgell,Agramunt,Lleida,"Carrer Instituts, 2, 25310, Agramunt, Lleida, Spain","Carrer de Petronel·la d'Agramunt, 1, 25310 Agramunt, Lleida, Spain",41.7822304,1.0987527
F25671263,Ruiz terés. manuel ,Carrer,Almirall folch,13,25005,379 lleida 7 onze de setembre,873490432,Segrià,Lleida,Lleida,"Carrer Almirall folch, 13, 25005, Lleida, Lleida, Spain","Carrer Almirall Folch, 13, 25005 Lleida, Spain",41.6312872,0.6210745
F25729890, plumed hernandez david,Avinguda,President macià,42,25200,106 cervera,,Segarra,Cervera,Lleida,"Avinguda President macià, 42, 25200, Cervera, Lleida, Spain","Av. Francesc Macià, 42, 25200 Cervera, Lleida, Spain",41.6770119,1.2758453
F25741295,Gabàs curià miriam,Carrer,Lleida,5,25110,141 lleida rural 1-nord,,Segrià,Alpicat,Lleida,"Carrer Lleida, 5, 25110, Alpicat, Lleida, Spain","Carrer de Lleida, 5, 25110 Alpicat, Lleida, Spain",41.667418,0.5557776
F43000018,Delgado gardo. maria pilar,Carrer,Felip pedrell,1,43530,206 sant carles de la ràpita,977732291,Montsià,Alcanar,Tarragona,"Carrer Felip pedrell, 1, 43530, Alcanar, Tarragona, Spain","Carrer de Felip Pedrell, 1, 43530 Alcanar, Tarragona, Spain",40.5436054,0.4806701
F43000025,Delgado boix. jordi,Avinguda,Catalunya,59,43530,206 sant carles de la ràpita,977730105,Montsià,Alcanar,Tarragona,"Avinguda Catalunya, 59, 43530, Alcanar, Tarragona, Spain","Avinguda de Catalunya, 59, 43530 Alcanar, Tarragona, Spain",40.5417888,0.4815565
F43000032,Farras tomas. jordi/farras mas josep m,Avinguda,Reus,19,43460,333 alt camp oest,977760479,Alt Camp,Alcover,Tarragona,"Avinguda Reus, 19, 43460, Alcover, Tarragona, Spain","Avinguda de Reus, 19, 43460 Alcover, Tarragona, Spain",41.2614992,1.1703045
F43000040,Marti sole. m cinta,Avinguda,Joaquim mir,43,43381,87 les borges del camp,977815150,Baix Camp, L' Aleixar,Tarragona,"Avinguda Joaquim mir, 43, 43381,  L' Aleixar, Tarragona, Spain","Avinguda Joaquim Mir, 43, 43381 L'Aleixar, Tarragona, Spain",41.20044000000000,1.0448058
F43000057,Blanco gonzález. eva maria,Plaça,De dalt,5,43365,87 les borges del camp,977816153,Baix Camp,Alforja,Tarragona,"Plaça De dalt, 5, 43365, Alforja, Tarragona, Spain","Plaça de Dalt, 5, 43365 Alforja, Tarragona, Spain",41.21038800000000,0.9747031000000000
F43000064,Olivella pedrola. roser,Carrer,Andreu llambric,22,43860,178 l'ametlla de mar - el perelló,977456132,Baix Ebre, L' Ametlla De Mar,Tarragona,"Carrer Andreu llambric, 22, 43860,  L' Ametlla De Mar, Tarragona, Spain","Carrer Andreu Llambrich, 22, 43860 L'Ametlla de Mar, Tarragona, Spain",40.8843862,0.8013035
F43000071,Albella beltran.m carme,Carrer,Santa barbara,30,43870,4 amposta,977702613,Montsià,Amposta,Tarragona,"Carrer Santa barbara, 30, 43870, Amposta, Tarragona, Spain","43870 Amposta, Tarragona, Spain",40.7067997,0.5801695
F43000089,Salom beltran. artur/salom jovani.angela,Carrer,Sebastià juan arbó,85,43870,4 amposta,977704076,Montsià,Amposta,Tarragona,"Carrer Sebastià juan arbó, 85, 43870, Amposta, Tarragona, Spain","Carrer Sebastià Juan Arbó, 85, 43870 Amposta, Tarragona, Spain",40.7061302,0.5754188
F43000096,Ferre pujol. l/ferre pujol. x,,Del canal,7,43870,4 amposta,977706247,Montsià,Amposta,Tarragona,,,,
F43000106,Forcadell alucha. maria.,Carrer,Grao,49,43870,4 amposta,977700483,Montsià,Amposta,Tarragona,"Carrer Grao, 49, 43870, Amposta, Tarragona, Spain","Carrer del Grau, 49, 43870 Amposta, Tarragona, Spain",40.7147948,0.5764582000000000
F43000113,Suriol ribe. andreu,Carrer,Major,22,43720,314 baix penedès - interior,977670009,Baix Penedès, L' Arboç,Tarragona,"Carrer Major, 22, 43720,  L' Arboç, Tarragona, Spain","Carrer Major, 22, 43720 L'Arboç, Tarragona, Spain",41.267748,1.6038642
F43000120,Pallares povill. ma. teresa,Carrer,Riu,43,43791,120 flix,977406109,Ribera d'Ebre,Ascó,Tarragona,"Carrer Riu, 43, 43791, Ascó, Tarragona, Spain","Carrer Riu, 43, 43791 Ascó, Tarragona, Spain",41.18251680000000,0.568329
F43000138,Sole roig. elisenda,Avinguda,Magdalena martorell,56,43350,87 les borges del camp,977816101,Baix Camp, Les Borges Del Camp,Tarragona,"Avinguda Magdalena martorell, 56, 43350,  Les Borges Del Camp, Tarragona, Spain","Avinguda Sra. Magdalena Martorell, 56, 43350 Les Borges del Camp, Tarragona, Spain",41.17274,1.0203
F43000145,Curto gonzalvo. mireia,Avinguda,Terra alta,24,43786,246 terra alta,977430263,Terra Alta,Batea,Tarragona,"Avinguda Terra alta, 24, 43786, Batea, Tarragona, Spain","Avinguda Terra Alta, 24, 43786 Batea, Tarragona, Spain",41.09366,0.31229
F43000152,Hernandez escriba. m. carmen/montagut hernandez. anna,Carrer,Reus,44,43747,165 móra la nova - móra d'ebre,977407111,Ribera d'Ebre,Benissanet,Tarragona,"Carrer Reus, 44, 43747, Benissanet, Tarragona, Spain","Carrer de Reus, 44, 43747 Benissanet, Tarragona, Spain",41.05959,0.63498
F43000160,Dalmau armenjach. maria,Carrer,Llibertat,11,43717,13 el vendrell,977688550,Baix Penedès, La Bisbal Del Penedès,Tarragona,"Carrer Llibertat, 11, 43717,  La Bisbal Del Penedès, Tarragona, Spain","Carrer de la Llibertat, 11, 43717 La Bisbal del Penedès, Tarragona, Spain",41.27961,1.48931
F43000177,De miguel gasol. josefina,Avinguda,Catalunya,1,43812,262 alt camp est,977620041,Alt Camp,Bràfim,Tarragona,"Avinguda Catalunya, 1, 43812, Bràfim, Tarragona, Spain","Avinguda de Catalunya, 1, 43812 Bràfim, Tarragona, Spain",41.2686016,1.3410156
F43000184,Gracia castellvi. carles xavier,Carrer,Jesus,48,43820,357 calafell,977691639,Baix Penedès,Calafell,Tarragona,"Carrer Jesus, 48, 43820, Calafell, Tarragona, Spain","Carrer Jesús, 48, 43820 Calafell, Tarragona, Spain",41.1968219,1.5695317
F43000191,Besora mallafre. anna,Carrer,Consulat del mar,60,43850,91 cambrils,977360270,Baix Camp,Cambrils,Tarragona,"Carrer Consulat del mar, 60, 43850, Cambrils, Tarragona, Spain","Carrer del Consolat de Mar, 60, 43850 Cambrils, Tarragona, Spain",41.0658493,1.0619245
F43000201,Barcelona marti. frederic,Avinguda,De la independencia,1,43850,91 cambrils,977360466,Baix Camp,Cambrils,Tarragona,"Avinguda De la independencia, 1, 43850, Cambrils, Tarragona, Spain","Avinguda de la Independència, 1, 43850 Cambrils, Tarragona, Spain",41.0730681,1.0514389
F43000219,Escoda llop. oriol,Carrer,Raval,56,43110,239 tarragona 1,977545090,Tarragonès, La Canonja,Tarragona,"Carrer Raval, 56, 43110,  La Canonja, Tarragona, Spain","Carrer de Raval, 56, 43110 La Canonja, Tarragona, Spain",41.1215623,1.179993
F43000226,Escuder monfort. lluis,Carrer,Ramon i cajal,20,43560,260 ulldecona,977714177,Montsià, La Sénia,Tarragona,"Carrer Ramon i cajal, 20, 43560,  La Sénia, Tarragona, Spain","Carrer Ramon i Cajal, 20, 43560 La Sénia, Tarragona, Spain",40.6353158,0.2812088
F43000233,Mestre bellaubi. maria jose,Carrer,Del mig,17,43560,260 ulldecona,977713233,Montsià, La Sénia,Tarragona,"Carrer Del mig, 17, 43560,  La Sénia, Tarragona, Spain","Carrer del Mig, 17, 43560 La Sénia, Tarragona, Spain",40.6350325,0.281635
F43000240,Roig aldasoro. m teresa,Carrer,Major,6,43120,107 constantí,977521710,Tarragonès,Constantí,Tarragona,"Carrer Major, 6, 43120, Constantí, Tarragona, Spain","Carrer Major, 6, 43120 Constantí, Tarragona, Spain",41.1534471,1.2127893
F43000258,Tombas ribas. rosa m,Carrer,Major,20,43360,112 cornudella de montsant,977821093,Priorat,Cornudella de Montsant,Taragona,"Carrer Major, 20, 43360, Cornudella de Montsant, Taragona, Spain","Carrer Major, 20, 43360 Cornudella de Montsant, Tarragona, Spain",41.2654629,0.9048658
F43000272,Monllau mayor.lina,Plaça,Major,15,43592,256 tortosa 2 - oest,977473412,Baix Ebre,Xerta,Tarragona,"Plaça Major, 15, 43592, Xerta, Tarragona, Spain","Plaça Major, 15, 43592 Xerta, Tarragona, Spain",40.9066135,0.4907590000000000
F43000297,Rovira sanchez. albert,,Cañellas,15,43440,162 montblanc,977870031,Conca de Barberà, L' Espluga De Francolí,Tarragona,,,,
F43000307,Cortiella garreta.ma. carme,Plaça,Quartera,40,43730,118 falset,977830037,Priorat,Falset,Taragona,"Plaça Quartera, 40, 43730, Falset, Taragona, Spain","Plaça de la Quartera, 40, 43730 Falset, Tarragona, Spain",41.1461392,0.8200526000000000
F43000314,Compte ramisa. montserrat,Carrer,Miquel barcelo,16,43730,118 falset,977830914,Priorat,Falset,Taragona,"Carrer Miquel barcelo, 16, 43730, Falset, Taragona, Spain","C. de Miquel Barceló, 16, 43730 Falset, Tarragona, Spain",41.1442246,0.8203131
F43000321,Barbero pamies. pilar,Carrer,Sant jordi,19,43750,120 flix,977410529,Ribera d'Ebre,Flix,Tarragona,"Carrer Sant jordi, 19, 43750, Flix, Tarragona, Spain","Carrer Sant Jordi, 19, 43750 Flix, Tarragona, Spain",41.2303799,0.55053
F43000339,Barbero pamies. amelia,Carrer,Major,6,43750,120 flix,977410129,Ribera d'Ebre,Flix,Tarragona,"Carrer Major, 6, 43750, Flix, Tarragona, Spain","Carrer Major, 6, 43750 Flix, Tarragona, Spain",41.2315721,0.5501351
F43000346,Ruiz felez. carlos pablo,Carrer,Major,15,43780,246 terra alta,977420069,Terra Alta,Gandesa,Tarragona,"Carrer Major, 15, 43780, Gandesa, Tarragona, Spain","Carrer Major, 15, 43780 Gandesa, Tarragona, Spain",41.05354,0.43811
F43000353,Peset bosch. tomas,Carrer,Sant llorenç,47,43515,4 amposta,977718329,Montsià, La Galera,Tarragona,"Carrer Sant llorenç, 47, 43515,  La Galera, Tarragona, Spain","Carrer de Sant Llorenç, 47, 43515 La Galera, Tarragona, Spain",40.682591,0.4637731
F43000360,Viladrich mayor. neus,Carrer,Esglesia,6,43748,165 móra la nova - móra d'ebre,977409047,Ribera d'Ebre,Ginestar,Tarragona,"Carrer Esglesia, 6, 43748, Ginestar, Tarragona, Spain","Carrer l'Església, 6, 43748 Ginestar, Tarragona, Spain",41.0418496,0.6327254
F43000378,Ferràs prats. joaquim,Carrer,Navarra,8,43596,246 terra alta,977435016,Terra Alta,Horta de Sant Joan,Tarragona,"Carrer Navarra, 8, 43596, Horta de Sant Joan, Tarragona, Spain","Carrer de Navarra, 8, 43596 Horta de Sant Joan, Tarragona, Spain",40.95499,0.31432
F43000385,Pique monteverde. m magdalena,Carrer,Mestre arnau,19,43775,118 falset,977178320,Priorat,Marçà,Taragona,"Carrer Mestre arnau, 19, 43775, Marçà, Taragona, Spain","Carrer Mestre Arnau, 19, 43775 Marçà, Tarragona, Spain",41.12716350000000,0.8026164
F43000392,Felip sanchez. jaume,Avinguda,General prim,6,43400,162 montblanc,977860167,Conca de Barberà,Montblanc,Tarragona,"Avinguda General prim, 6, 43400, Montblanc, Tarragona, Spain","Avinguda General Prim, 6, 43400 Montblanc, Tarragona, Spain",41.3730631,1.1638342
F43000402,Sanchez farre. anna maria,Carrer,Batlle dionis mestre,1,43400,162 montblanc,977860020,Conca de Barberà,Montblanc,Tarragona,"Carrer Batlle dionis mestre, 1, 43400, Montblanc, Tarragona, Spain","Carrer del Batlle Dionís Mestre Serrat, 1, 43400 Montblanc, Tarragona, Spain",41.3746981,1.1647344
F43000427,Guillen gibert. eva maria,Carrer,Riba i mestre,11,43300,163 mont-roig del camp,977837702,Baix Camp,Mont-roig del Camp,Tarragona,"Carrer Riba i mestre, 11, 43300, Mont-roig del Camp, Tarragona, Spain","Carrer de Francesc Riba i Mestre, 11, 43300 Mont-roig del Camp, Tarragona, Spain",41.0872488,0.9593507
F43000434,Molina diaz. juan carlos/bengochea prieto.ana,Avinguda,Comarques catalanes,57,43740,165 móra la nova - móra d'ebre,977400115,Ribera d'Ebre,Móra d'Ebre,Tarragona,"Avinguda Comarques catalanes, 57, 43740, Móra d'Ebre, Tarragona, Spain","Av. de les Comarques Catalanes, 57, 43740 Móra d'Ebre, Tarragona, Spain",41.0885293,0.6405181
F43000441,Nogues homedes.mc/veciana nogues.a,Carrer,Major,17,43770,165 móra la nova - móra d'ebre,977400368,Ribera d'Ebre,Móra la Nova,Tarragona,"Carrer Major, 17, 43770, Móra la Nova, Tarragona, Spain","Carrer Major, 17, 43770 Móra la Nova, Tarragona, Spain",41.099092,0.64981
F43000459,Palau torres. pau,Carrer,Sant placid,2,43760,166 el morell,977840659,Tarragonès, El Morell,Tarragona,"Carrer Sant placid, 2, 43760,  El Morell, Tarragona, Spain","Carrer Sant Plàcid, 2, 43760 El Morell, Tarragona, Spain",41.1918244,1.2088788
F43000466,Cedo rigalt. m rosa/vendrell cedó. rosa,Carrer,Prim,9,43519,178 l'ametlla de mar - el perelló,977490047,Baix Ebre, El Perelló,Tarragona,"Carrer Prim, 9, 43519,  El Perelló, Tarragona, Spain","Carrer Prim, 9, 43513 Rasquera, Tarragona, Spain",41.00325,0.59949
F43000473,Rocamora batalla. montserrat,Carrer,Reria,4,43810,262 alt camp est,977630030,Alt Camp, El Pla De Santa Maria,Tarragona,"Carrer Reria, 4, 43810,  El Pla De Santa Maria, Tarragona, Spain","Carrer de la Rèria, 4, 43810 El Pla de Santa Maria, Tarragona, Spain",41.3635049,1.2905989
F43000480,Bru francesch. josep,Carrer,Sant joan,15,43201,303 reus 1,977315859,Baix Camp,Reus,Tarragona,"Carrer Sant joan, 15, 43201, Reus, Tarragona, Spain","Carrer de Sant Joan, 15, 43201 Reus, Tarragona, Spain",41.1562023,1.1051475
F43000498,Cavalle vallverdu. jordi,,Jesus,48,43201,303 reus 1,977310657,Baix Camp,Reus,Tarragona,,,,
F43000508,Ferrus muntane. margarita,,Jesus,1,43201,303 reus 1,977342237,Baix Camp,Reus,Tarragona,,,,
F43000515,Gispert voltas. rafael m,,Marti folguera,51,43201,303 reus 1,977310478,Baix Camp,Reus,Tarragona,,,,
F43000522,Esteve tarrago. silvia,Carrer,Mila i fontanals,2,43205,307 reus 5,977754171,Baix Camp,Reus,Tarragona,"Carrer Mila i fontanals, 2, 43205, Reus, Tarragona, Spain","Carrer de Manuel Milà i Fontanals, 2, 43205 Reus, Tarragona, Spain",41.14187710000000,1.1129221
F43000547,Pique monteverde. joaquim/pique calafell. tania,Plaça,Mercadal,8,43201,303 reus 1,977342880,Baix Camp,Reus,Tarragona,"Plaça Mercadal, 8, 43201, Reus, Tarragona, Spain","Plaça del Mercadal, 8, 43201 Reus, Tarragona, Spain",41.1547884,1.1088635
F43000554,Feliu llovera. ernest,Carrer,Ample,38,43202,305 reus 3,977314062,Baix Camp,Reus,Tarragona,"Carrer Ample, 38, 43202, Reus, Tarragona, Spain","Carrer Ample, 38, 43202 Reus, Tarragona, Spain",41.1591886,1.1035216
F43000561,Roig ferré. eduard,,Santa anna,2,43201,303 reus 1,977237528,Baix Camp,Reus,Tarragona,,,,
F43000579,Ornosa gispert. maria teresa,,Santa anna,58,43201,303 reus 1,977303018,Baix Camp,Reus,Tarragona,,,,
F43000586,Sans porta. pablo,Carrer,Llovera,47,43201,303 reus 1,977341943,Baix Camp,Reus,Tarragona,"Carrer Llovera, 47, 43201, Reus, Tarragona, Spain","Carrer de Llovera, 47, 43201 Reus, Tarragona, Spain",41.1572368,1.1060908
F43000603,Piqué calafell. joaquim.,Avinguda,President macia,21-23,43204,307 reus 5,977770830,Baix Camp,Reus,Tarragona,"Avinguda President macia, 21-23, 43204, Reus, Tarragona, Spain","Av. del President Macià, 21, 23, 43204 Reus, Tarragona, Spain",41.1504523,1.1128748
F43000610,Lokhmatova. galyna,Carrer,Raval,S/n,43450,333 alt camp oest,977860126,Alt Camp, La Riba,Tarragona,"Carrer Raval, S/n, 43450,  La Riba, Tarragona, Spain","Carrer Raval, 43450 La Riba, Tarragona, Spain",41.3187591,1.1784379
F43000628,Puig vilas. montserrat,Plaça,Esglesia,8,43790,120 flix,977416105,Ribera d'Ebre,Riba-roja d'Ebre,Tarragona,"Plaça Esglesia, 8, 43790, Riba-roja d'Ebre, Tarragona, Spain","Plaça Església, 8, 43790 Riba-roja d'Ebre, Tarragona, Spain",41.2512604,0.4860181
F43000635,Robuste mateu. ramon,Carrer,Dr. fleming,1,43330,188 riudoms,977768047,Baix Camp,Riudoms,Tarragona,"Carrer Dr. fleming, 1, 43330, Riudoms, Tarragona, Spain","Carrer Dr. Fleming, 1, 43330 Riudoms, Tarragona, Spain",41.1401137,1.0511694
F43000642,Guimera salom. guillermo/guimera castell. guillermo,Carrer,Major,12,43520,256 tortosa 2 - oest,977500929,Baix Ebre,Roquetes,Tarragona,"Carrer Major, 12, 43520, Roquetes, Tarragona, Spain","Carrer Major, 12, 43520 Roquetes, Tarragona, Spain",40.819751,0.5041608
F43000650,Reverté roselló. neus,Carrer,Major,34-36,43520,256 tortosa 2 - oest,977500372,Baix Ebre,Roquetes,Tarragona,"Carrer Major, 34-36, 43520, Roquetes, Tarragona, Spain","Carrer Major, 34-36, 43520 Roquetes, Tarragona, Spain",40.8202625,0.5032836000000000
F43000667,Borrut valles. josep m,Carrer,Constancia,6,43540,206 sant carles de la ràpita,977740160,Montsià,Sant Carles de la Ràpita,Tarragona,"Carrer Constancia, 6, 43540, Sant Carles de la Ràpita, Tarragona, Spain","Carrer de la Constància, 6, 43540 Sant Carles de la Ràpita, Tarragona, Spain",40.6204099,0.5916586000000000
F43000674,Franquet tudo. elvira/ruiz franquet.elvira,Plaça,Espanya,5,43540,206 sant carles de la ràpita,977740164,Montsià,Sant Carles de la Ràpita,Tarragona,"Plaça Espanya, 5, 43540, Sant Carles de la Ràpita, Tarragona, Spain","Carrer de la Mare de Déu de la Ràpita, 1, 43540 Sant Carles de la Ràpita, Tarragona, Spain",40.61918380000000,0.5934816000000000
F43000699,Bertomeu canalda. josep/bertomeu arasa.josepa/bertomeu arasa.angels,Carrer,Verge de montserrat,3,43570,4 amposta,977718041,Montsià,Santa Bàrbara,Tarragona,"Carrer Verge de montserrat, 3, 43570, Santa Bàrbara, Tarragona, Spain","Carrer Mare de Déu de Montserrat, 3, 43570 Santa Bàrbara, Tarragona, Spain",40.7147112,0.4925474
F43000716,Balcells sabate. josep,Carrer,Major,7,43420,228 santa coloma de queralt,977880030,Conca de Barberà,Santa Coloma de Queralt,Tarragona,"Carrer Major, 7, 43420, Santa Coloma de Queralt, Tarragona, Spain","Carrer Major, 7, 43420 Santa Coloma de Queralt, Tarragona, Spain",41.53188,1.38443
F43000723,Ximenos alio. immaculada,Plaça,Major,17,43420,228 santa coloma de queralt,977880040,Conca de Barberà,Santa Coloma de Queralt,Tarragona,"Plaça Major, 17, 43420, Santa Coloma de Queralt, Tarragona, Spain","Plaça Major, 17, 43420 Santa Coloma de Queralt, Tarragona, Spain",41.5326185,1.3839201
F43000730,Segura castellvi.miquel angel,Avinguda,De la conca,42,43424,162 montblanc,977890275,Conca de Barberà,Sarral,Tarragona,"Avinguda De la conca, 42, 43424, Sarral, Tarragona, Spain","Avinguda de la Conca, 42, 43424 Sarral, Tarragona, Spain",41.44695,1.2488999
F43000748,Sanchez hidalgo. estrella,Carrer,Sant cristofor,35,43765,166 el morell,977625042,Tarragonès, La Secuita,Tarragona,"Carrer Sant cristofor, 35, 43765,  La Secuita, Tarragona, Spain","C. Sant Cristòfol, 35, 43765 La Secuita, Tarragona, Spain",41.2013201,1.2786587
F43000755,Punsola palau. marc,Avinguda,Puig i ferrater,8a,43470,354 la selva del camp,977844415,Baix Camp, La Selva Del Camp,Tarragona,"Avinguda Puig i ferrater, 8a, 43470,  La Selva Del Camp, Tarragona, Spain","Avinguda de Joan Puig i Ferreter, 8, 43470 La Selva del Camp, Tarragona, Spain",41.2129613,1.1404621
F43000762,Pros saumoy. sara,Carretera,De montblanc a artesa,45,43412,162 montblanc,977892417,Conca de Barberà,Solivella,Tarragona,"Carretera De montblanc a artesa, 45, 43412, Solivella, Tarragona, Spain","Carr. de Montblanc a Artesa, 45, 43412 Solivella, Tarragona, Spain",41.456362,1.1783733
